,player,team,game,points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
0,Nicolas_Batum,LA Clippers,8136,2.0,PF,12:32,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8,
1,Nicolas_Batum,LA Clippers,8149,9.0,PF,20:54,2.0,5.0,40.0,3.0,4.0,75.0,2.0,4.0,50.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,-13,
2,Nicolas_Batum,LA Clippers,8170,5.0,PF,27:34,2.0,6.0,33.3,0.0,0.0,0.0,1.0,4.0,25.0,2.0,6.0,8.0,1.0,2.0,1.0,0.0,0.0,-12,
3,Nicolas_Batum,LA Clippers,7510,3.0,PF,28:10,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,33.3,1.0,5.0,6.0,6.0,2.0,2.0,1.0,0.0,-2,
4,Nicolas_Batum,LA Clippers,7517,13.0,PF,36:19,5.0,8.0,62.5,1.0,1.0,100,2.0,5.0,40.0,4.0,6.0,10.0,4.0,5.0,1.0,2.0,1.0,13,
5,Nicolas_Batum,LA Clippers,7539,4.0,PF,21:30,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,0.0,-17,
6,Nicolas_Batum,LA Clippers,8235,7.0,PF,23:42,2.0,6.0,33.3,2.0,2.0,100,1.0,4.0,25.0,0.0,5.0,5.0,3.0,3.0,1.0,1.0,0.0,20,
7,Nicolas_Batum,LA Clippers,8242,11.0,PF,26:26,4.0,6.0,66.7,1.0,2.0,50.0,2.0,2.0,100,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,26,
8,Nicolas_Batum,LA Clippers,8258,9.0,PF,34:51,1.0,4.0,25.0,6.0,6.0,100,1.0,2.0,50.0,2.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,0,
9,Nicolas_Batum,LA Clippers,8272,14.0,PF,30:41,5.0,9.0,55.6,0.0,0.0,0.0,4.0,7.0,57.1,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,-10,
